nama_hotel,nama_pelanggan,rating,ulasan
XYZ,Ikawati R. S.,"8,5","Kamarnya lumayan luas, lumayan bersih, makanan lumayan enak tapi pilihan ga banyak. Dengan harga segitu cukuplah. Staf ramah-ramah."
XYZ,Aegis K.,10,"Tempat nyaman, service memuaskan, ramah-ramah juga stafnya."
XYZ,Dena A.,"9,7",Hotel ini sangat memuaskan pelayanan maupun fasitas hotel nya saya sudah ke 2x nya nginap d hotel ini.
XYZ,Sylvi I.,10,"Menyenangkan sekali menginap di sini, pelayanannya baik dan sangat ramah. Kamarnya bersih dan nyaman. Terima kasih."
XYZ,Afif L. U.,10,"Salah satu hotel yang recommended baik untuk keluarga maupun sendiri. Bangunan yang modern, pelayanan yang ramah dan cepat, kebersihan kamar yang sangat baik serra fasilitas kamar yang didapatkan sesuai dengan harga yang ditawarkan."
XYZ,Fifiana W. C.,"9,4","Hotelnya bagus dan stafnya ramah-ramah dan helpful banget dan kamarnya bersih, tapi sayang sekali sekelas hotel bintang 4 sarapannya tidak enak â?¹."
XYZ,sat d. b. r.,"9,7","Resepsionis ramah, menu sarapan juga enak, kamar nyaman, bersih. Recommended hotel."
XYZ,Lenny F.,"9,7","Hotel sangat baik, staff baik ramah-ramah juga. Sarapan nya luarbiasa beragam dan enak-enak juga ğ?¥° ada jamunya juga."
XYZ,Nur A. S. s.,"8,5","Hoelnya bersih, nyaman, reseptionis dan lain-lain ramah good."
XYZ,David s.,10,Seluruh staff sangat ramah sekali. Setiap minta tolong langsung gerak cepat. Next akan ke sini lagi.
XYZ,NURUL F.,10,"Saya kasih rate 9/10. Staff ramah-ramah, makanan enak-enak, fasilitas kamar komplit untuk ukuran deluxe ya. Recommended sih. Cuma emang gak ada balkonnya. Suami mesti bolak balik keluar hotel buat rokok. So far god banget."
XYZ,Anggi N.,"9,7","Kamar bersih, pelayanan oke, staffnya ramah sekali."
XYZ,D R S.,"9,4","Nginep di dâ??primahotel Tangerang bukan kali pertama, udah ketiga kali nya nginep di sini dan semoga bisa balik nginep di dâ??primahotel Tangerang lagi aamiin. Masih sama dari pelayanannya yang ramah, bahkan kemaren beberapa kali request kamar dipermudah juga meskipun cukup lama untuk bisa check in, tetap sama dari masuk lobby-kamar overall bersih semua, sekarang channel TV udah lumayan engga seperti sebelumnya dan akses yang engga semua orang bisa masuk kalo bukan yang menginap, benar-benar nyaman banget, kemaren saya pun dikasih tau beberapa tempat makan yang enak di daerah Tangerang sama salah satu karyawannya, helpful banget. Lokasi juga dekat dan mudahnya akses, indomaret sangat dekat dan di dekat hotel juga ada subway. Pertahankan dan semoga lebih baik lagi, aamiin. Terima kasih dâ??primahotel Tangerang â?º"
XYZ,ABDUL W. A.,"9,1","Pelayanan staff kepada tamu sangat sopan dan baik. Ada kendala sedikit sih. Pada saat minta alat sikat gigi tambahan dari awal pas sampai di kamar telepon ke bagian HK disuruh menunggu dan akan diantar, tapi sampai check out itu alat sikat gigi juga belum sampai juga di kamar. Ya sudahlah. Agar diperhatikan kembali dan responnya agak lebih cepat. Worth it sih kamar dan lainnya."
XYZ,Adi Y.,"9,7","Kamar bersih, enak, stafnya ramah-ramah, pokoknya puas nginep di sini, kelengkapan kamar mandi lengkap, mantap, next bakalan ke sini lagi"
XYZ,Nurul R.,10,"Arsitektur bangunan kelihatan wah sekali, resepsionisnya super ramah dan cepat dan tidak. Perlu menunggu lama saat check in. Untuk breakfast sangat banyak macamnya, untuk kamar hanya saja pas saya masuk sedikit bau, saya tidak tau bau apa tapi yang jelas aromanya tidak hilang-hilang sampai saya check out. So far untuk keseluruhan semuanya bagus sekali, saya sangat menikmatinya. Mungkin saya akan balik lagi ğ?¤­"
XYZ,Dwi P.,10,"Kamarnya bersih, pegawainya ramah."
XYZ,Yunira W.,"9,4","Hotelnya bagus, kamarnya luas dan bersih, sarapanny enak, staff-staffnya juga ramah. Sekedar info buat yang mau nginap, yang pesan room inclued breakfast, kalo para traveler lovers bawa anak di atas 5th, di minta tambah 75rb/anak yaa (all you can eat). Terima kasih prima hotel, next time main-main lagi ke sn."
XYZ,Lis A.,"9,7","Sangat memuaskan. Staff nya sangat ramah-ramah terutama bagian front office selalu menyapa dan tersenyum. Kamar bersih dan luas, air hangat lancar, ada kulkas, amenities nya komplit dan bagus. Suka sama shampo nya wangi dan bikin rambut lembut. Kolam renang juga luas dan bersih. Parkiran juga luas. Ngga begitu jauh dari pasar lama sekitar 10 menit naik mobil."
XYZ,Melinda C.,10,"Menginap semalam di sini untuk kedua kali nya tidak pernah mengecewakan, dari segi kamarnya, pelayanan check in nya cepet banget, makanan juga enak dan bervariatif sampe suami ketagihan banget untuk staycation di tempat ini."
XYZ,Melin N.,10,"Bagus hotelnya, nyaman, bersih juga, pelayanannya baik, sarapannya enak-enak, orangnya ramah ramah."
XYZ,Anthony L.,10,"Sangat menyenangkan nginap di hotel ini, staffnya ramah kamar bersih, menu makanan beragam dan enak-enak. Next staycation bakalan ke sini lagi."
XYZ,Beny H.,10,"Overall baguss, ini kali kedua menginap disni, staff ramah, makanan lumayan banyak variasinya dari sebelumnya menginap."
XYZ,Rizka N. K.,"8,8","Staf hotelnya ramah-ramah, breakfastnya bervariasi dan enak-enak. Terima kasih."
XYZ,Rudy S.,"8,5","Bersih, staf ramah, breakfast komplit, harga bersaing. Mantap dah."
XYZ,D R S.,"9,4","Overall nyaman dan tenang nginep di hotel ini, ga hanya kamar aja yang bersih tapi keseluruhan hotel pun bersih. Dari setiap karyawan pun ramah, saya yang extend dan pindah kamar sangat di bantu. Tapi sebelumnya saya menginap di kamar yang non smoking benar-benar bersih tapi setelahnya saya pindah di yang smoking cukup berbeda, karena dari segi kebersihan dan fasilitas di dalam kamar, kamar khusus smoking kurang di perhatikan, kulkas yang ga bisa nyala, siaran tv di kedua kamar pun sangat minim bahkan sering ga ada sinyal, AC dingin, akses yang mudah dari basement ke lobby, ga semua orang bisa mengakses ke area penginapan karena harus ada nya kartu yangg dimana akan di scan ketika naik lift. Untuk hotel sekelas bintang 4, sudah cukup hanya saja dari segi tv nya mohon di perhatikan."
XYZ,D R S.,"9,7","Overall hotelnya benar-benar bersih, ga hanya kamar saja tapi setiap bagian dari hotel pun bersih, mudah akses dari basement ke lobby. Ga semua orang bisa masuk ke area lantai bagi yang datang, karena harus scan card di lift dan hanya di milikin yang nginep. Kamar mandi pun bersih, hanya saja siaran tv yang sangat minim dan sering ga ada sinyal, AC dingin. Pelayanan pun cukup memuaskan, kamar lumayan kedap suara. Sebelah hotel pun ada indomaret, hotel yang tenang dan nyaman."
XYZ,Karno S.,"9,1","Ramah dan lokasi strategis, khusus Sarapan perlu ditambah varian menu nya."
XYZ,Eko N. S.,"8,5","Pelayanan baik, kolam renang bersih, dapet kamar view kota tangerang."
XYZ,Sandi S.,"8,5","Pelayanannya bagus, bersih dan luas kamarnya. Resepsionisnya helpful."
XYZ,Vira F.,"8,5","Kamar bersih, makanan enak, staff nya juga ramah dan fast response khususnya mas Wildan â?º."
XYZ,I P. L. D.,"9,4","Sangat menyanangkan dan memuaskan, pelayanan yang ramah dan menyenangkan, murah senyum. Pertahankan."
XYZ,Dian N. R.,"8,5","Pas saya check in kamar penuh, padahal saya udah pesan dari malam sebelumnya, tapi Mbak Mbak resepsionis nya baik, dia bantu upgrade kamar saya dan prosesnya pun cepat â?º."
XYZ,agus a. s.,"9,7","Kamar luas, bersih, rapi. Pegawai ramah. Posisi hotel dekat dengan jalan raya, gak susah cari taxi. Menu di resto variatif dan enak."
XYZ,beny h.,10,"Kamar bagus, lebih luas dari pada di foto (sempet pikir sempit), alhamdililah rezeki dapet lantai 10 bisa lihat pemandangan Kota Tangerang di malam hari, gak mesti ke jakpus macet-macetan kalo mau liat gemerlap lampu, kesini aja uda juara. Amenities semua lengkap cuma gak ada shower cup, sama cotton bud tapi itu gak begitu penting, bahkan ada plastik gede buat baju kotor, tempat sikat gigi dan odolnya buat anak saya suka. Handuk bersih, kamar bersih wangi, air hangat kenceng, menu sarapan walau tidak begitu banyak namun enak enak terutama bagian roti, kue dan makanan manis manisnya paling enak ğ??. Pegawai ramah-ramah semua, terutama Pak Bilal, terima kasih hospilati nya, next time pasti kesini lagi. Terima kasih di d'primahotel ğ???"
XYZ,Rika D.,"6,1","Pelayanan tidak sesuai, kami booking king bed di kasih twins bed yang satu kamar, dan karena kami order connecting room jadi nambah lagi karena upgrade ke excutive gitu infonya. Untuk yang di kamar juga sangat minim, hanya ada 2 bungkus teh, 2 bungkus gula, dan satu bungkus kopi. Menu sarapan sangat sederhana tidak sesuai dengan label bintang 4."
XYZ,rina u. s.,"8,5","Hotelnya bagus, bersih, pegawainya ramah dan dibantu masuk sebelm cek in. Kalau ke tangerang pasti akan nginap di sini lagi."
XYZ,jesiraratu r.,"9,4",Kariawan ramah poll. Saya banyak ngerepotin tetep dikasi senyum. Good. Place si standart aja.
XYZ,Haerul a.,10,"Happy banget bisa menginap di d'primahotel, makanannya enak, pelayanannya bagus dan ramah petugasnya, kamarnya bagus juga, fasilitasnya oke banget, terima kasih d'primahotel."
XYZ,Adi A.,10,"Kamar lumayan luas dan nyaman, all staff ramah, breakfast lumayan bervariasi dan enak ğ??"
XYZ,Eko P.,"9,4","Kamar sesuai deskripsi, check in dan check out relatif cepat, staff ramah-ramah. Sekitaran hotel banyak tempat kulineran kolam renang juga luas. Senang menginap di sini. Menu breakfast juga lumayan banyak variasi dan rasa enak. Sudah 2 kali menginap di sini. Semoga terus dipertahankan kualitas dan pelayanan. Thanks."
XYZ,Novandri A.,"9,7","Terima kasih sudah memberikan pelayan yang baik dan memuaskan selama saya di hotel, sama staff hk mas aldo terima kasih sudah ramah dan membantu di saat kita butuh bantuan semoga makin sukses terus."
XYZ,Yurika K. W.,"8,8","Orang hotelnya ramah dan baik. Kebetulan kita sampai hotel lebih cepat sekitar jam 13.00 dan dibantu untuk dapat check in lebih awal. Namun yang kurang baik itu plumbing di wastafel bocor, jadi banjir banget di kamar mandi, semoga cepat diperbaiki. Overall hotel nyaman, kolam renang tidak terlalu besar tapi cukuplah, cuma tempatnya di depan pintu masuk dan sepertinya bukan tamu menginap jadi bisa keluar masuk kolam renang, apalagi tidak ada yang jaga kolam."
XYZ,Oriza O.,"9,7","Dapat upgrade dari deluxe ke sweet, hapoy banget. Dari masuk hotel sampai kamar semuanta bersih, staff-staffnya juga ramah banget, pelayanan cepat. Mewah dan ok banget si. Thank you!"
XYZ,Melinda C.,"8,5","Untuk sarapan bervariatif pelayanan service juga oke, tapi sayang nya TV nya hanya Lokal, lampu yang kamar nya ada yang tidak berfungsi, dapet kamar yang d pojok jadi agak lebih kecil aja ngerasa nya deh daripada kamar yang lain, swmingpool nya yang kolam anak bersih yang kolam dewasa agak sedikit kotor. Overall oke lah."
XYZ,Riana R.,"9,7","Hotel yang bersih, pelayanan baik, receptionist sangat ramah, baik dan membantu waktu saya sempat ketinggalan dompet, berkali-kali minta untuk dicarikan dan dilayani dengan baik. Breakfast enak, banyak pilihan dessert dan salad, pool bersih. Kamar bersih."
XYZ,fuad w.,"5,5","Satpam di depan jutek, kurang ramah. Resepsionis nya minta data 2x. Kunci kamar awalnya tidak bisa dibuka, sehingga harus bolak balik minta kunci padahal di lantai paling atas."
XYZ,Kenny R.,6,"Awal check in sudah dihadapkan dengan masalah kamar yang tidak sesuai dengan pesanan, saya pesan 2 kamar, 1 kamar double bed, 1 kamar twin bed, malah diberikan 2 kamar double bed, dengan alasan kamar penuh dan sudah dipakai tamu lain barangkali, apa gunanya kalau begitu aplikasi dan hotel. Menawarkan tipe kamar dan harga untuk kedua kamar tersebut? Kalau memang ujung-ujungnya tidak bisa dipilih, ataupun ditukar sepihak, kamar kotor, lagi duduk di kamar ada baby kecoa jalan-jalan, ac ga karuan, kadang dingin kadang panas ntah kenapa, untuk staf-stafnya ramah, bolehlah dengan keramahtamahannya. Tapi untuk harga seperti itu menurut saya tidak sesuai dengan apa yang kita dapat."
XYZ,Hendro A.,10,"Pelayanan di hotel ini terbaik, kamarnya besar dan bagus, breakfastnya lengkap. Stafnya ramah dan sangat bertanggung jawab, waktu check out saya kelupaan dokumen saya di kamar, resepsionisnya yang bantu simpankan dan jaga dokumenku sampai kurirku tiba. Makasih untuk pengalaman menginap yang luar biasa."
XYZ,Sandi S.,10,"Pelayanan good. Kebersihan good. Makanan good. Minus nya AC berisik fan nya mengganggu tidur mohon untuk preventive AC di kamar lebih diperhatikan lagi. Kebersihan handuk di kamar mandi juga jelek ada saja handuk yang masih banyak noda/kotor. Toiletries nya kurang lengkap dulu waktu masih namanya hotel lain lebih lengkap. Sekarang hanya sikat gigi, pasta gigi  sisir. Mohon lebih di lengkapi lagi untuk sekelas hotel bintang 4."
XYZ,Edo,"8,5",Saya pesan untuk stay keluarga selama transit di sini. Kamar bersih dan staff ramah. Ada pemanas air bagi yang mau membuat kopi. Peralatan kamar mandi lengkap dan ada hair dryer juga. Lokasi dekat dengan gerbang tol.
XYZ,Jesica A. I.,"9,1","Stafnya ramah semua. Kamar luas, bersih, nyaman. Harga mantul banget. Oke pokonya."
XYZ,Muhammad k. m.,"8,5","Akomodasi terlihat persis seperti di gambar, hotel bersih, posisi strategis dekat dengan bandara, staff-staff sangat ramah dan profesional, sangat direkomendasikan untuk menginap di sana."
XYZ,dery l.,"8,5",Hotel yang nyaman buat berlibur dengan pemandangan rel kereta api. Makanan pun lumayan. Terima kasih atas pelayanan kepada kami selama 2 malam.
XYZ,Winda A.,"8,5","Kamar luas, bersih, staffnya juga ramah, interiornya bagus."
XYZ,Ryan R. S.,"7,2","Staff nya ramah banget, kamar bersih, kekurangannya itu di makanannya, untuk sekelas bintang 4, variasi makanannya dikit banget, malahan banyak hotel bintang 3 lebih banyak variasi makanannya, untuk rasa sih lumayan lah, mungkin ke depannya bisa di tingkatkan dari segi makanan."
XYZ,Yongky H.,"6,4","Pelayanan prima, kamar bersih tetapi ada beberapa yang jadi kekurangan.- AC ga dingin.- kartu akses pintu bermasalah uda ganti 3x kartu.- air hangat dari shower kurang. Semoga untuk customer berikut tidak terulang kembali karena agak resah terutama kartu akses pintu."
XYZ,HARTATI K.,10,"Sangat mengesankan, sesuai deskripsi, sangat rekomen tempat penginapan di Tangerang kota yang letaknya strategis. Makanannya enak, ruangan bersih nyaman, fasilitas lengkap & berfungsi. Semua karyawannya ramah. Cuma sedih sih saat check-in kenapa mesti ada moment delay (kurleb 1 jam) malaz ajalah nunggu lumayan kali buat rebahan istirahat di kamar. Okey, untung dikasih kuncinya ditemani sama karyawannya yang ramah & santun sekali. Jadi ampuh redam badMood karena delay tadi. Puaz happy banget bisa bikin balik lagi nih buat nginep di sini. Terima kasih d'prima Hotel."
XYZ,Andini A.,"9,4","Staff nya ramah ramah dari mulai satpam sampai petugas yang di front office pun. Kebersihannya baik, tempatnya luas dan nyaman."
XYZ,EKA W.,"8,5",Seru dan ramah para pegawai nya.
XYZ,Joko T. P.,10,"Hotelnya bagus, bersih, staffnya ramah, makanannya juga enak-enak. Yang terpenting lokasi hotel dekat dari tempat dinas ğ??."
XYZ,Agus S.,"9,1","Hotelnya mudah di cari, kamar hotel luas, bersih, petugas ramah, check in dan check out mudah dan cepat, thanks yah."
XYZ,Ananto P.,"8,8",FO dan security dan staff lainya ramah dan helpful semua cuma dari segi kamarnya kebersihan lantai harus lebih di tingkatkan lagi semenjak ganti di prima sepetinya fasilitas kamarnya ada yang di ambil seperti kulkas dan informasi di kamar minim sekali dan emergency tidak ada.
XYZ,Girls S.,"8,5","Proses cek in cukup cepat, receptionist ramah dan cepat tanggap, kamar rapih"
XYZ,BE EL M.,"8,5","Staff resepsionis mbak aswah sangat membantu, fasilitas lengkap, room service 24jam makanan enak, ada swimming pool yang bersih, pokoknya recommended, pasti akan kembali lagi."
XYZ,Neneng D. K.,"9,7","Berawal dari niat ikut event ternyata bagus juga untuk nginep semalem bareng adeku. Untuk komen mungkin dibersihkan lagi ya lantainya kayak ada bercak dekat meja sudut jendela. Hanya itu aja sih selebihnya udah oke banget. Layanan room service nya ramah, receptions juga ramah kece pula hehehe. WiFi aman tanpa kendala apapun lancar banget. Makanannya enak banget, cake nya juga cantik. Oh iya, penerapan prokes nya juga ketat. Salut untuk semuanya."
XYZ,Henrie P.,"9,7","Hotelnya bersih, karyawannya ramah-ramah, kamar dan kamar manado, ruang makan atau restaurantnya bersih dan rapih namun ada sedikit yang masih dalam proses perbaikan tapi tidak mengganggu. Prokesnya cukup baik, ada sedikit masukkan: 1. Tv channelnya jadul. Kalau bisa ada Netflix, Disney dan lain-lain. 2. Ditelp dalam kamar tidak terdapat petunjuk no tujuan mis; Ke room service, restaurant dan lain-lain. 3. Pengaman pintu untuk menjaga agar tidak terkunci dari luar."
XYZ,Anita S.,"8,5",Kamar nya bagus dan bersih pelayanan nya juga memuaskan top banget dah.
XYZ,Fanny T.,"8,5",Kamar bersih wangi parkiran luas hotel juga besar staff ramah check in pun cepat. Pakai sistem peduli lindungi jadi merasa aman juga.
XYZ,Nur h.,"4,8",Buruk banget staf hotel memeras dan memanfaatkan situasi hanya karena ada sedikit noda darah di kasur lalu kami disuruh membayar 450ribu. Hotel bintang 4 tapi kualitas rasa bintang 2 bahkan hotel bintang 2 saja jauh lebih baik daripada allium tangerang. Bagi yang mau cari hotel jangan di allium deh. Kamarnya jelek lusuh tua fasilitas seadanya. Telepon kamar juga tidak menyala. Allium hotel sangat sangat buruk.
XYZ,Tuty H. N.,"8,8","Bagus, kamarnya cukup luas, makanannya juga lumayan, stafnya ramah-ramah."
XYZ,Alikapujiastuti,10,"Pelayanannya ramah, tempatnya bersih, makananya enak enak next pasti ke sana lagi."
XYZ,Novia F. W.,"9,7","Kamarnya bersih rapi, kamar mandinya juga bersih. Staffnya ramah-ramah semua. Thank you ğ?¤?â?¥ï¸"
XYZ,Muhammad A. K.,"9,1","Alhamdullillah perjalanan ke kota Tangerang kali ini diberi kesempatan menginap di Allium Hotel. Kawasan yang dekat dari Bandara Soekarno-Hatta menjadikan keunggulan tersendiri bagi hotel ini. Protokol kesehatan pun diterapkan, mulai dari alat pengukur suhu badan, sarung tangan plastik pun disiapkan untuk makan, wastafel cuci tangan, hand sanitizer yang diletakkan di lift dan pintu masuk. Kamar yang cukup memadai dan murah di kelasnya. Sayang tidak membawa perlengkapan renang untuk menjajal kolam renang yang dimiliki hotel. Musholla tersedia di lantai 2 dan basement. Kalau mau sholat Jumat pun akses ke masjid 5 menit dari hotel. Dari lantai 10 hotel jangan berharap deh bisa melihat view yang menyejukkan mata, karena sekitar Hotel dikelilingi oleh rumah penduduk dan gedung-gedung. Tapi kembali ke niat awal ke kamar hotel untuk sekadar istirahat melepas penat. Karyawan dari security, resepsionis, hingga juru masaknya pun ramah dan penuh dedikasi dalam melayani tamu. Berbicara hotel kurang afdhol jika tidak mengulik bagian resto untuk sarapan. Menu dari sajian nasi putih beserta lauk dan pauknya, nasi goreng, bubur ayam, aneka roti, buah, salad sayur dan buah, puding, bubur, jus, kopi dan es teh (signature drink dari hotel ini, rasanya beda dengan yang pernah saya cicipi dari tempat lain), omelet, telur mata sapi dan sosis. Hm pokoknya menggugah selera deh. Kalau ke Tangerang jangan lupa mampir ya gaes."
XYZ,NIKO,6,"-pelayanan receptionist dan security sangat ramah dan sempurna -tetapi ac di lobby mati sehingga suasana jadi panas bahkan saya melihat receptionist menggunakan kipas angin untuk dirinya demi menghindari udara yg panas -ac di setiap lorong lorong mnuju kamar mati entah itu sengaja di amtikan atau rusak -ac di kamar tidak dingin sama sekali suhu ruangan sampai 29celcius dari awal masuk sampai pulang menyebabkan anak anak tidak betah,sudah coba komplain tekhnisi dateng cuma melihat saja lalu tidak ada solusi lagi -kolam renang oke -shower bocor -peralatan mandi hanay di kasih 1 saja seperti sikat gigi ,entah hotel nay sedang berhemat atau memang seperti itu kesimpulan saya tidak merekomendasikan untuk menginap di hotel ini lebih baik coba cari hotel lain untuk staycation anda"
XYZ,wendy,6,"Pelayananannya ramah. Fasilitas sangat kurang: lantai WC licin, ac berisik dan kurang dingin, roti breakfast keras banget, peralatan mandi (selain handuk) cuma disediain 1, kolam renang keruh. Mungkin karena pandemi kualitasnya berkurang. Mohon ditingkatkan."
XYZ,Teguh R. R.,"7,2","Sekuriti nya Ramah, Parkiran Luas dan nyaman, Lobby Hotel juga bagus. Hotel ini sudah menerapkan prokes yang di anjurkan pemerintah. Staff Front Office nya ramah, handling cuma hitungan menit. Namun sayang untuk kamar nya dekorasi nya kurang bagus untuk staycation, hanya tampilan luarnya saja. Properti nya pun tidak sesuai dengan tampak luar hotel ini. Overall bagus untuk transit saja bukan untuk staycation sekelas bintang 4 seperti ini"
XYZ,Steven,10,"lokasinya strategis, keamanannya bagus selalu standby, karyawannya baik dan ramah mulai dari resepsionis smpi ke restonya, kebersihan kamar bagus, makanan utk sarapan bagus. rekomendasi utk menginap di masa pandemi ini Krn hotel ini menetapkan prokes covidnya keren. mulai dari masuk lift sudah pake sensor jadi tidak perlu di sentuh tombolnya, diresto utk makan sudah disiapkan sarung tangan ditempat menu utama utk tamu jadi tamu hrs pakai itu dlm mengambil setiap menu makan di dlm Resto. WiFi jangan diblg kenceng banget. di coba menginap di sana kawan biar dpt merasakannya juga ğ??"
XYZ,CHENDY P. U.,"8,5","Pelayanan sangat baik, semua staff-nya ramah selalu menyapa ğ??ğ?»ğ?¥°"
XYZ,Maya H.,"8,5","Kamarnya bersih, nyaman banget, makanannya juga enak. Pelayanannya ramah. Sukses selalu buat allium hotel terus tingkatkan kualitas yang terbaik ya?"
XYZ,Belinda O.,"5,5",Handuknya WAW buat standar hotel bintang 4 sangat2 hitam ğ?¤¦ğ?¼â?â??ï¸ makanan breakfast jauh dari kata enak .. semoga pelayanan kebersihan ditingkatkan dan menu sarapan lbh diperhatikan ( secara 150rb per orang loh..)
XYZ,Yulianti H.,"9,7","Sangat rekomendasi, pelayanannya sangat cepat dan ramah."
XYZ,Abdul H.,6,Kurang puas pelayanan saat check-out terlalu lama dan mbaknya kurang ramah.
XYZ,Muhammad A. G. K.,10,"Good semuanya, pelayanan bagus, perfect."
XYZ,Muhammad A. G. K.,"9,7","Terbaik, pelayanan bagus, sangat nyaman!"
XYZ,Stevi P.,"5,4","Pelayanan kurang memuaskan, masa sprei kena noda didenda sampai 2.1jt, terlalu memeras konsumen."
XYZ,Flarasia A. G.,"8,5","Hotel mudah dihubungi dan tidak banyak prosedur. Merayakan pesta ulang tahun sederhana di kamar king deluxe juga tidak menjadi masalah, mudah untuk mendapat izin hotel. Mendapat kamar dilantai yang cukup tinggi sehingga pemandangan terlihat cantik disini, sayangnya balkon tidak bisa diakses. Secara keseluruhan pelayanan yang diberikan sangat baik, hotel juga bersih. Fasilitas di kamar hotel tersedia. Namun sayangnya kolam renang sangat kotor dan tidak bisa diakses karena masa pandemi covid19. secara keseluruhan sudah cukup baik!"
XYZ,Candra D. K.,"9,4","Kamarnya bersih, breakfast okelah karena ada pandomi jadi di antar ke kamar, tidak buffe seperti pada umumnya. Cuma kemarin tambah breakfast buat 1 orang muahal sekali 150 ribu/orang. padal tidak buffe loh. untuk harga segitu terlalu mahal, menurut saya loh. Staf sampai satpam ramah, thanks Allium Hotel."
XYZ,Syifa S. N.,"8,5","Kamar oke! tapi pas kesana fasilitasnya lagi off semua huhu terus makanannya kurang, mungkin karena lagi pandemi kali ya. Oh iya ada 1 orang staffnya yang kurang sopan!"
XYZ,natalie M.,10,"Lobby bersih, pekerjanya ramah dan sangat helpful, kamar bersih, kamar mandi bersih, sarapan lengkap, pelayanan oke. Recommend"
XYZ,Irawati H.,"9,1","pelayanannya oke banget,semua staff dan satpam ramah, kamar bersih, proses checkin cepat, utk menu sarapan kurang ada rasa sih menurut saya tp menunya banyak pilihan, yg kurang dibagian area kolam renang terlalu kecil terlebih di area kolam anak kursi tunggu dibawah pohon yg byk semut. so far lumayan lah menginap dihotel ini, dari 10 nilainya 7."
XYZ,Guest,"8,8",Staffnya baik dan sopan. Fasilitasnya lumayan lah cuma hotelnya agak klasik ya.
XYZ,Hindarini R.,"5,4","Awalnya saya tdk ada komplain sebenarnya.pas saya mau chek out.saya agak kecewa kepada staff nya yg mempermasalahkan sprey yg kotor bekas cokelat anak saya.dan di tuduh kotoran itu bukan cokelat tetapi darah menurut staff nya.sampai2 suami saya di suruh ke kamar lagi untuk benar2 memastikan klw itu bukan darah...memangnya klw menginap di allium itu,,,sprey bekas pakainya gk boleh kotor sedikit pun ya???baru kali ini saya dapet pengalaman hotel yg seperti ini.sayang sekali,,,padahal hotel bintang 4 yg recommended di wilayahnya. makanan banyak variasi tapi rasanya standar aja.tdk yg begitu berkesan buat saya.apa lagi di tambah kecew saya saat chek out.jadi membuat saya tdk puas menginap di hotel allium tangerang semoga komplainan saya ini bisa menjadi masukan untuk hotel allium kedepannya. terima kasih"
XYZ,Dicky N.,"5,9","Kamarnya sebenarnya oke, kekurangan yang cukup terasa di staffnya staf front office kurang informatif, Kalau tidak ditanya mungkin dia tidak akan menjelaskan apa-apa yang seharusnya diberitahukan ke tamu, selain itu nilai minus juga untuk security-nya yang tugas di parkiran motor pada malam tgl 22 november, sangat kurang nilai hospitalitynya, Perhatian serius untuk manajemen hotel allium, jangan sampai karena hal ini menyebabkan citra buruk hotel di mata customer. Karena di pelayanan hotel itu satu ucapan'terima kasih'itu bisa sangat mempengaruhi penilaian tamu terhadap pelayanan hotel secara keseluruhan."
XYZ,lugina s.,"8,7","Pelayanan baik, makanan yang tersedia variatif dan enak.."
XYZ,bimozix,10,"Awesome.... Area parkir luas terutama buat roda 4 tersedia outdoor n indoor parking. Hanya saja tuk parkir motor agak terbatas terutama jika sedang ada event d hotel. Tp soal keamanan ga perlu ragu coz security banyak n bnr2 aman n ketat. Ga bsa keluar masuk kendaraan sembarangan. Agak ribet tp semua demi keamanan kita jg. Pelayanan ramah n dilayani dengan baik. Baik dr resepsionis sampe petugas lainnya. Proses check in n check out baik n cepat. Ga perlu menunggu lama. Interior hotel n jg kamar bagus, menarik, nyaman n jg bersih pastinya. Room cukup luas. Akses kartu buat kunci kamar hanya bisa d gunakan sesuai lantai dmn kmr kita berada. Jd lagi lagi demi keamanan. Jempol deh soal keamanan jd ga sembarangan org bsa masuk. Fasilitas hotel jg lengkap, kolam renang, gym, resto, dll. Lokasi hotel sangat strategis, dkt dngn bandara n jg stasiun yg dilintasi kereta tangerang jakarta. D sekitar hotel terdapat bnyk tmpt makan, baik mkn berat maupun mknan ringan. Menu breakfast sangat lengkap n yummy. Banyak pilihan dr menu lokal, tradisional, maupun internasional. Overall great n nice place, great service, great taste of food on resto, fully recommended."
XYZ,AYU S. H.,"9,7","Sangat nyaman sekali. Kamar bersih, pelayanan sangat baik, ruangan sangat menyenangkan. Dan untuk breakfast sangat banyak pilihan serta enak sekali makanannya. Check in dan check out sangat cepat. Suasana sangat tenang, cocok sekali untuk beristarahat saat weekend. Next akan segera menginap disini lagi. Terimakasih traveloka untuk promo epic nya! Ditunggu promo2 epic selanjutntya."
XYZ,Annastasia I.,"9,7","Menyenangkan, semua petugasnya ramah dan membantu, terima kasih."
XYZ,Boy h.,"8,8","Proses check-in cepat pelayanan ramah dan tempat bersih makananya juga enak, thank you Traveloka."
XYZ,Mediawan T.,"8,5","Karyawannya ramah dan makanan banyak pilihan, namun sayang kolam renang di luar."
XYZ,Priskila,"8,5","Makanan oke, hanya pelayanan saja pada saat check-in, manager floor sangat terlambat untuk menangani antrian yang begitu panjang."
XYZ,Trisno,6,Resepsionisnya kurang ramah saat check-in.
XYZ,Yesi I. D.,"8,5","Kebersihan terjamin, breakfast-nya mantap, pegawainya ramah-ramah. Thank you."
